Gold,Silver,Platinum,Palladium
316.75,6.042,0.0,0.0
324.0,6.46,0.0,0.0
318.5,6.109,0.0,0.0
315.5,6.39,0.0,0.0
314.6,6.305,0.0,0.0
323.75,6.265,0.0,0.0
330.4,6.589,0.0,0.0
326.25,6.565,0.0,0.0
329.25,6.66,0.0,0.0
321.1,6.52,0.0,0.0
318.75,6.42,0.0,0.0
321.25,6.497,0.0,0.0
316.75,6.39,0.0,0.0
323.1,6.628,0.0,0.0
327.25,6.635,0.0,0.0
332.25,6.678,0.0,0.0
329.9,6.665,0.0,0.0
334.25,6.75,0.0,0.0
330.5,6.635,0.0,0.0
327.35,6.451,0.0,0.0
329.75,6.438,0.0,0.0
327.0,6.402,0.0,0.0
327.75,6.441,0.0,0.0
326.65,6.356,0.0,0.0
322.0,6.124,0.0,0.0
322.5,6.185,0.0,0.0
323.5,6.24,0.0,0.0
322.5,6.242,0.0,0.0
321.35,6.322,0.0,0.0
312.5,6.15,0.0,0.0
313.25,6.15,0.0,0.0
312.75,6.16,0.0,0.0
313.5,6.145,0.0,0.0
312.85,6.251,0.0,0.0
315.1,6.35,0.0,0.0
314.5,6.292,0.0,0.0
321.0,6.355,0.0,0.0
326.5,6.535,0.0,0.0
322.75,6.491,0.0,0.0
320.1,6.485,0.0,0.0
322.5,6.45,0.0,0.0
323.3,6.558,0.0,0.0
314.9,6.215,0.0,0.0
316.25,6.2,0.0,0.0
315.4,6.155,0.0,0.0
314.7,6.147,0.0,0.0
311.25,6.1,0.0,0.0
312.0,6.001,0.0,0.0
314.6,6.159,0.0,0.0
314.0,6.085,0.0,0.0
318.1,6.209,0.0,0.0
315.65,6.108,0.0,0.0
314.2,6.06,0.0,0.0
314.8,6.119,0.0,0.0
314.3,6.103,0.0,0.0
312.0,6.084,0.0,0.0
315.0,6.138,0.0,0.0
314.5,6.143,0.0,0.0
313.75,6.16,0.0,0.0
318.25,6.237,0.0,0.0
318.9,6.21,0.0,0.0
323.75,6.304,0.0,0.0
325.4,6.42,0.0,0.0
318.1,6.289,0.0,0.0
313.45,6.113,0.0,0.0
314.65,6.109,0.0,0.0
315.5,6.148,0.0,0.0
316.75,6.12,0.0,0.0
315.0,6.13,0.0,0.0
317.75,6.11,0.0,0.0
313.9,6.095,0.0,0.0
308.25,5.939,0.0,0.0
310.35,5.888,0.0,0.0
310.55,5.92,0.0,0.0
311.6,5.907,0.0,0.0
309.25,5.931,0.0,0.0
314.85,6.046,0.0,0.0
314.85,6.045,0.0,0.0
313.55,5.985,0.0,0.0
315.65,6.04,0.0,0.0
315.85,6.08,0.0,0.0
321.75,6.1,0.0,0.0
325.6,6.245,0.0,0.0
320.0,6.208,0.0,0.0
318.9,6.123,0.0,0.0
317.25,6.125,0.0,0.0
322.5,6.158,0.0,0.0
317.75,6.092,0.0,0.0
317.4,6.098,0.0,0.0
316.95,6.075,0.0,0.0
326.5,6.234,0.0,0.0
325.25,6.255,0.0,0.0
327.5,6.335,0.0,0.0
322.1,6.25,0.0,0.0
320.5,6.13,0.0,0.0
323.75,6.182,0.0,0.0
319.8,6.138,0.0,0.0
321.15,6.11,0.0,0.0
322.5,6.146,0.0,0.0
321.65,6.125,0.0,0.0
326.65,6.27,0.0,0.0
326.5,6.33,0.0,0.0
326.0,6.26,0.0,0.0
331.1,6.303,0.0,0.0
335.35,6.348,0.0,0.0
340.9,6.387,0.0,0.0
334.15,6.26,0.0,0.0
335.9,6.245,0.0,0.0
335.5,6.3,0.0,0.0
334.85,6.215,0.0,0.0
336.0,6.304,0.0,0.0
340.9,6.398,0.0,0.0
337.0,6.3,0.0,0.0
333.25,6.247,0.0,0.0
334.65,6.223,0.0,0.0
328.2,6.193,0.0,0.0
326.0,6.098,0.0,0.0
325.75,6.08,0.0,0.0
317.4,6.002,0.0,0.0
319.35,6.06,0.0,0.0
321.65,6.029,0.0,0.0
320.75,6.045,0.0,0.0
319.25,5.975,0.0,0.0
321.3,6.053,0.0,0.0
319.3,5.997,0.0,0.0
317.6,6.007,0.0,0.0
316.25,5.886,0.0,0.0
316.3,5.932,0.0,0.0
319.15,6.0,0.0,0.0
327.45,6.165,0.0,0.0
327.9,6.173,0.0,0.0
328.5,6.14,0.0,0.0
329.25,6.157,0.0,0.0
328.6,6.062,0.0,0.0
325.75,6.054,0.0,0.0
322.25,6.0,0.0,0.0
324.95,6.037,0.0,0.0
324.9,6.087,0.0,0.0
328.0,6.36,0.0,0.0
325.75,6.25,0.0,0.0
326.35,6.26,0.0,0.0
326.55,6.283,0.0,0.0
325.5,6.23,0.0,0.0
325.6,6.222,0.0,0.0
326.65,6.222,0.0,0.0
327.0,6.257,0.0,0.0
323.65,6.225,0.0,0.0
325.5,6.126,0.0,0.0
326.25,6.157,0.0,0.0
326.15,6.164,0.0,0.0
327.75,6.13,0.0,0.0
325.9,6.205,0.0,0.0
326.2,6.172,0.0,0.0
325.4,6.162,0.0,0.0
326.5,6.155,0.0,0.0
326.3,6.175,0.0,0.0
326.2,6.135,0.0,0.0
325.1,6.145,0.0,0.0
323.5,6.068,0.0,0.0
325.35,6.079,0.0,0.0
324.6,6.071,0.0,0.0
324.4,6.075,0.0,0.0
323.0,6.06,0.0,0.0
321.95,6.04,0.0,0.0
323.1,6.078,0.0,0.0
323.1,6.083,0.0,0.0
324.5,6.125,0.0,0.0
325.3,6.15,0.0,0.0
325.4,6.115,0.0,0.0
323.5,6.09,0.0,0.0
324.35,6.091,0.0,0.0
325.65,6.174,0.0,0.0
325.8,6.17,0.0,0.0
326.5,6.153,0.0,0.0
330.2,6.25,0.0,0.0
331.25,6.246,0.0,0.0
328.15,6.213,0.0,0.0
326.3,6.135,0.0,0.0
325.3,6.15,0.0,0.0
321.5,6.102,0.0,0.0
322.6,6.075,0.0,0.0
324.2,6.08,0.0,0.0
322.8,6.058,0.0,0.0
322.3,6.056,0.0,0.0
317.4,5.985,0.0,0.0
317.0,5.81,0.0,0.0
315.5,5.795,0.0,0.0
317.5,5.775,0.0,0.0
317.75,5.874,0.0,0.0
318.6,5.843,0.0,0.0
321.15,5.903,0.0,0.0
320.05,5.76,0.0,0.0
325.8,5.82,0.0,0.0
325.55,5.828,0.0,0.0
327.6,5.858,0.0,0.0
324.85,5.78,0.0,0.0
326.85,5.778,0.0,0.0
326.8,5.867,0.0,0.0
0.0,5.8,0.0,0.0
326.3,5.81,0.0,0.0
326.75,5.745,0.0,0.0
328.0,5.79,0.0,0.0
330.0,5.845,0.0,0.0
332.6,5.895,0.0,0.0
333.5,5.907,0.0,0.0
340.45,6.11,0.0,0.0
339.4,6.057,0.0,0.0
341.0,6.007,0.0,0.0
346.75,6.102,0.0,0.0
363.0,6.31,0.0,0.0
352.6,6.188,0.0,0.0
351.0,6.095,0.0,0.0
356.5,6.194,0.0,0.0
353.0,6.142,0.0,0.0
350.3,6.11,0.0,0.0
354.0,6.198,0.0,0.0
358.4,6.255,0.0,0.0
353.0,6.14,0.0,0.0
353.25,6.146,0.0,0.0
358.0,6.17,0.0,0.0
350.5,6.103,0.0,0.0
347.3,6.035,0.0,0.0
338.6,5.855,0.0,0.0
337.3,5.88,0.0,0.0
337.1,5.9,0.0,0.0
337.2,5.878,0.0,0.0
340.15,5.934,0.0,0.0
335.8,5.854,0.0,0.0
337.25,5.901,0.0,0.0
334.0,5.855,0.0,0.0
331.35,5.79,0.0,0.0
333.0,5.86,0.0,0.0
337.25,5.871,0.0,0.0
341.4,5.986,0.0,0.0
337.1,5.903,0.0,0.0
338.0,5.88,0.0,0.0
341.8,5.91,0.0,0.0
352.4,6.046,0.0,0.0
345.75,5.886,0.0,0.0
336.9,5.69,0.0,0.0
338.15,5.667,0.0,0.0
335.6,5.65,0.0,0.0
337.15,5.567,0.0,0.0
341.5,5.698,0.0,0.0
344.5,5.585,0.0,0.0
343.35,5.607,0.0,0.0
340.25,5.549,0.0,0.0
342.9,5.61,0.0,0.0
343.85,5.67,0.0,0.0
349.6,5.789,0.0,0.0
348.0,5.706,0.0,0.0
349.9,5.659,0.0,0.0
351.15,5.752,0.0,0.0
346.75,5.691,0.0,0.0
350.65,5.713,0.0,0.0
352.9,5.743,0.0,0.0
350.2,5.701,0.0,0.0
351.75,5.727,0.0,0.0
344.3,5.57,0.0,0.0
344.0,5.618,0.0,0.0
333.1,5.185,0.0,0.0
335.5,5.102,0.0,0.0
334.75,5.175,0.0,0.0
334.5,5.108,0.0,0.0
337.65,5.244,0.0,0.0
339.4,5.33,0.0,0.0
337.85,5.326,0.0,0.0
337.7,5.321,0.0,0.0
341.95,5.41,0.0,0.0
341.6,5.477,0.0,0.0
341.75,5.37,0.0,0.0
339.0,5.376,0.0,0.0
339.9,5.4,0.0,0.0
342.75,5.21,0.0,0.0
341.4,5.161,0.0,0.0
344.1,5.125,0.0,0.0
346.2,5.121,0.0,0.0
344.75,5.106,0.0,0.0
344.45,5.072,0.0,0.0
343.15,5.096,0.0,0.0
342.45,5.025,0.0,0.0
345.75,5.108,0.0,0.0
345.1,5.11,0.0,0.0
341.6,5.122,0.0,0.0
340.4,5.145,0.0,0.0
342.45,5.161,0.0,0.0
345.25,5.23,0.0,0.0
345.35,5.212,0.0,0.0
345.2,5.221,0.0,0.0
343.7,5.158,0.0,0.0
342.45,5.084,0.0,0.0
342.0,5.06,0.0,0.0
343.0,5.062,0.0,0.0
340.8,5.05,0.0,0.0
338.7,4.853,0.0,0.0
338.9,4.921,0.0,0.0
340.45,4.929,0.0,0.0
341.1,5.002,0.0,0.0
341.5,5.092,0.0,0.0
343.75,5.115,0.0,0.0
342.7,5.09,0.0,0.0
343.2,5.205,0.0,0.0
341.85,5.205,0.0,0.0
342.2,5.124,0.0,0.0
340.75,5.102,0.0,0.0
341.75,5.147,0.0,0.0
341.65,5.145,0.0,0.0
341.8,5.146,0.0,0.0
347.7,5.288,0.0,0.0
347.4,5.328,0.0,0.0
348.35,5.425,0.0,0.0
346.2,5.298,0.0,0.0
339.3,5.256,0.0,0.0
336.75,5.075,0.0,0.0
339.15,5.091,0.0,0.0
339.2,5.066,0.0,0.0
339.65,5.099,0.0,0.0
341.05,5.105,0.0,0.0
342.0,5.057,0.0,0.0
344.15,5.111,0.0,0.0
344.9,5.075,0.0,0.0
344.5,5.04,0.0,0.0
346.75,5.045,0.0,0.0
345.1,5.095,0.0,0.0
342.3,5.105,0.0,0.0
343.85,5.066,0.0,0.0
343.8,5.053,0.0,0.0
344.85,5.058,0.0,0.0
347.85,5.103,0.0,0.0
348.1,5.11,0.0,0.0
346.8,5.061,0.0,0.0
348.1,5.063,0.0,0.0
345.75,5.037,0.0,0.0
346.0,5.03,0.0,0.0
347.6,5.085,0.0,0.0
347.0,5.032,0.0,0.0
347.9,5.033,0.0,0.0
353.95,5.029,0.0,0.0
353.5,5.025,0.0,0.0
347.25,4.967,0.0,0.0
348.65,5.005,0.0,0.0
349.4,5.01,0.0,0.0
353.6,5.016,0.0,0.0
351.25,5.013,0.0,0.0
351.65,4.978,0.0,0.0
357.5,5.045,0.0,0.0
361.0,5.05,0.0,0.0
359.8,5.137,0.0,0.0
358.5,5.141,0.0,0.0
362.4,5.183,0.0,0.0
361.8,5.17,0.0,0.0
368.8,5.199,0.0,0.0
388.0,5.491,0.0,0.0
384.0,5.425,0.0,0.0
388.0,5.435,0.0,0.0
385.25,5.28,0.0,0.0
385.1,5.34,0.0,0.0
377.25,5.205,0.0,0.0
374.4,5.08,0.0,0.0
378.0,5.151,0.0,0.0
380.75,5.15,0.0,0.0
386.25,5.256,0.0,0.0
381.1,5.123,0.0,0.0
380.1,5.103,0.0,0.0
386.7,5.145,0.0,0.0
384.7,5.17,0.0,0.0
391.75,5.205,0.0,0.0
393.25,5.205,0.0,0.0
405.0,5.41,0.0,0.0
405.5,5.296,0.0,0.0
420.8,5.465,0.0,0.0
418.6,5.536,0.0,0.0
409.25,5.67,0.0,0.0
418.5,5.78,0.0,0.0
402.0,5.65,0.0,0.0
419.5,5.776,0.0,0.0
413.0,5.8,0.0,0.0
417.25,5.833,0.0,0.0
413.2,5.8,0.0,0.0
417.85,5.758,0.0,0.0
430.0,5.89,0.0,0.0
435.5,6.03,0.0,0.0
435.0,5.95,0.0,0.0
431.5,5.948,0.0,0.0
429.4,5.903,0.0,0.0
433.0,5.76,0.0,0.0
427.0,5.639,0.0,0.0
423.2,5.52,0.0,0.0
425.0,5.571,0.0,0.0
431.3,5.56,0.0,0.0
436.0,5.765,0.0,0.0
436.9,5.74,0.0,0.0
436.0,5.73,0.0,0.0
438.1,5.683,0.0,0.0
435.75,5.72,0.0,0.0
430.75,5.604,0.0,0.0
432.6,5.653,0.0,0.0
428.8,5.64,0.0,0.0
422.0,5.58,0.0,0.0
425.5,5.569,0.0,0.0
419.25,5.505,0.0,0.0
425.0,5.55,0.0,0.0
425.1,5.788,0.0,0.0
425.0,5.819,0.0,0.0
423.4,5.79,0.0,0.0
410.5,5.621,0.0,0.0
409.75,5.633,0.0,0.0
410.7,5.658,0.0,0.0
405.8,5.595,0.0,0.0
406.5,5.597,0.0,0.0
401.0,5.607,0.0,0.0
406.2,5.625,0.0,0.0
408.0,5.732,0.0,0.0
405.25,5.735,0.0,0.0
408.55,5.613,0.0,0.0
408.2,5.707,0.0,0.0
410.75,5.786,0.0,0.0
406.0,5.738,0.0,0.0
407.0,5.745,0.0,0.0
407.5,5.78,0.0,0.0
408.25,5.838,0.0,0.0
392.5,5.657,0.0,0.0
391.0,5.57,0.0,0.0
393.4,5.553,0.0,0.0
389.35,5.459,0.0,0.0
388.2,5.445,0.0,0.0
380.5,5.26,0.0,0.0
383.75,5.245,0.0,0.0
383.6,5.28,0.0,0.0
383.5,5.265,0.0,0.0
389.5,5.383,0.0,0.0
395.55,5.495,0.0,0.0
389.5,5.433,0.0,0.0
389.75,5.313,0.0,0.0
389.25,5.38,0.0,0.0
388.5,5.35,0.0,0.0
389.6,5.373,0.0,0.0
386.8,5.351,0.0,0.0
391.5,5.32,0.0,0.0
388.4,5.353,0.0,0.0
391.5,5.373,0.0,0.0
394.3,5.446,0.0,0.0
393.1,5.435,0.0,0.0
392.0,5.37,0.0,0.0
390.75,5.363,0.0,0.0
394.8,5.375,0.0,0.0
394.15,5.408,0.0,0.0
389.2,5.37,0.0,0.0
0.0,5.301,0.0,0.0
390.1,5.318,0.0,0.0
388.75,5.275,0.0,0.0
0.0,5.282,0.0,0.0
403.5,5.363,0.0,0.0
398.95,5.368,0.0,0.0
401.7,5.4,0.0,0.0
400.4,5.36,0.0,0.0
402.65,5.416,0.0,0.0
402.0,5.388,0.0,0.0
411.1,5.508,0.0,0.0
409.0,5.543,0.0,0.0
415.1,5.579,0.0,0.0
416.25,5.567,0.0,0.0
415.7,5.562,0.0,0.0
422.25,5.65,0.0,0.0
415.75,5.598,0.0,0.0
407.2,5.475,0.0,0.0
410.45,5.541,0.0,0.0
400.0,5.515,0.0,0.0
406.0,5.551,0.0,0.0
411.5,5.625,0.0,0.0
413.75,5.73,0.0,0.0
409.7,5.607,0.0,0.0
400.5,5.55,0.0,0.0
406.75,5.529,0.0,0.0
404.0,5.485,0.0,0.0
402.8,5.503,0.0,0.0
398.9,5.495,0.0,0.0
402.6,5.564,0.0,0.0
405.9,5.53,0.0,0.0
402.85,5.54,0.0,0.0
403.0,5.543,0.0,0.0
402.3,5.511,0.0,0.0
397.35,5.428,0.0,0.0
397.25,5.451,0.0,0.0
397.25,5.451,0.0,0.0
390.0,5.39,0.0,0.0
393.35,5.398,0.0,0.0
399.75,5.44,0.0,0.0
403.2,5.478,0.0,0.0
399.3,5.45,0.0,0.0
405.8,5.503,0.0,0.0
404.1,5.473,0.0,0.0
405.85,5.468,0.0,0.0
404.25,5.429,0.0,0.0
403.8,5.443,0.0,0.0
406.55,5.475,0.0,0.0
410.75,5.508,0.0,0.0
406.3,5.533,0.0,0.0
405.0,5.55,0.0,0.0
405.6,5.525,0.0,0.0
407.2,5.546,0.0,0.0
409.9,5.565,0.0,0.0
408.5,5.66,0.0,0.0
405.3,5.56,0.0,0.0
406.35,5.592,0.0,0.0
404.35,5.576,0.0,0.0
404.45,5.565,0.0,0.0
404.45,5.555,0.0,0.0
408.3,5.563,0.0,0.0
409.0,5.712,0.0,0.0
413.7,5.913,0.0,0.0
411.0,5.841,0.0,0.0
416.35,5.96,0.0,0.0
424.0,6.229,0.0,0.0
421.0,6.305,0.0,0.0
418.75,6.256,0.0,0.0
418.7,6.299,0.0,0.0
418.7,6.353,0.0,0.0
421.45,6.499,0.0,0.0
418.5,6.745,0.0,0.0
420.5,6.689,0.0,0.0
421.0,6.653,0.0,0.0
431.6,6.9,0.0,0.0
435.9,6.89,0.0,0.0
442.4,6.87,0.0,0.0
444.1,7.242,0.0,0.0
437.75,7.19,0.0,0.0
449.5,7.843,0.0,0.0
445.5,7.841,0.0,0.0
450.5,8.302,0.0,0.0
462.2,9.138,0.0,0.0
474.75,10.925,0.0,0.0
453.0,8.445,0.0,0.0
449.0,8.252,0.0,0.0
453.25,8.125,0.0,0.0
456.75,7.935,0.0,0.0
459.25,8.95,0.0,0.0
456.25,8.193,0.0,0.0
456.25,8.095,0.0,0.0
453.0,8.19,0.0,0.0
453.0,8.295,0.0,0.0
460.7,8.69,0.0,0.0
460.5,8.695,0.0,0.0
461.05,8.65,0.0,0.0
469.9,8.864,0.0,0.0
473.25,9.443,0.0,0.0
471.1,9.08,0.0,0.0
475.25,9.38,0.0,0.0
469.1,8.975,0.0,0.0
466.5,8.993,0.0,0.0
449.0,8.027,0.0,0.0
449.5,7.296,0.0,0.0
453.1,7.485,0.0,0.0
451.0,7.685,0.0,0.0
442.9,7.339,0.0,0.0
455.0,7.575,0.0,0.0
453.0,7.671,0.0,0.0
452.75,7.63,0.0,0.0
453.5,7.88,0.0,0.0
456.55,7.86,0.0,0.0
452.65,7.715,0.0,0.0
455.65,7.93,0.0,0.0
457.0,7.79,0.0,0.0
455.45,7.908,0.0,0.0
449.75,7.499,0.0,0.0
452.75,7.669,0.0,0.0
451.25,7.475,0.0,0.0
452.2,7.49,0.0,0.0
449.0,7.502,0.0,0.0
438.0,7.0,0.0,0.0
440.2,6.76,0.0,0.0
441.75,6.95,0.0,0.0
440.5,6.831,0.0,0.0
444.1,6.81,0.0,0.0
449.75,6.953,0.0,0.0
447.3,7.142,0.0,0.0
445.75,7.3,0.0,0.0
446.25,7.38,0.0,0.0
444.1,7.241,0.0,0.0
443.35,7.203,0.0,0.0
444.5,7.47,0.0,0.0
446.4,7.36,0.0,0.0
444.1,7.632,0.0,0.0
444.75,7.655,0.0,0.0
446.5,7.555,0.0,0.0
447.0,7.696,0.0,0.0
452.7,7.645,0.0,0.0
453.75,7.788,0.0,0.0
450.6,7.71,0.0,0.0
450.9,7.526,0.0,0.0
452.4,7.67,0.0,0.0
454.9,7.725,0.0,0.0
453.95,7.745,0.0,0.0
453.3,7.683,0.0,0.0
453.15,7.684,0.0,0.0
456.15,7.735,0.0,0.0
457.75,8.026,0.0,0.0
457.15,8.005,0.0,0.0
462.5,8.32,0.0,0.0
472.75,8.6,0.0,0.0
473.4,8.73,0.0,0.0
469.8,8.43,0.0,0.0
468.7,8.293,0.0,0.0
464.1,7.985,0.0,0.0
461.1,7.734,0.0,0.0
461.2,7.815,0.0,0.0
463.4,7.76,0.0,0.0
462.5,7.86,0.0,0.0
460.0,7.628,0.0,0.0
453.3,7.53,0.0,0.0
457.5,7.62,0.0,0.0
456.35,7.661,0.0,0.0
456.1,7.758,0.0,0.0
455.5,7.615,0.0,0.0
459.5,7.615,0.0,0.0
458.0,7.75,0.0,0.0
457.6,7.7,0.0,0.0
458.75,7.728,0.0,0.0
453.4,7.547,0.0,0.0
453.75,7.45,0.0,0.0
463.1,7.6,0.0,0.0
463.7,7.66,0.0,0.0
464.75,7.68,0.0,0.0
463.5,7.688,0.0,0.0
456.95,7.642,0.0,0.0
458.3,7.517,0.0,0.0
460.2,7.595,0.0,0.0
459.85,7.821,0.0,0.0
455.55,7.555,0.0,0.0
458.8,7.71,0.0,0.0
458.4,7.621,0.0,0.0
460.5,7.509,0.0,0.0
461.7,7.631,0.0,0.0
459.1,7.36,0.0,0.0
461.55,7.658,0.0,0.0
462.4,7.542,0.0,0.0
464.0,7.636,0.0,0.0
461.8,7.57,0.0,0.0
460.85,7.63,0.0,0.0
459.4,7.55,0.0,0.0
459.5,7.643,0.0,0.0
454.9,7.55,0.0,0.0
454.35,7.534,0.0,0.0
456.5,7.568,0.0,0.0
458.0,7.62,0.0,0.0
458.05,7.653,0.0,0.0
458.15,7.654,0.0,0.0
462.05,7.82,0.0,0.0
461.75,7.832,0.0,0.0
459.2,7.73,0.0,0.0
460.8,7.702,0.0,0.0
466.6,7.815,0.0,0.0
465.25,0.0,0.0,0.0
481.0,8.308,0.0,0.0
464.3,7.835,0.0,0.0
467.0,7.504,0.0,0.0
471.65,7.502,0.0,0.0
470.5,7.526,0.0,0.0
475.0,7.574,0.0,0.0
474.0,7.35,0.0,0.0
477.5,7.456,0.0,0.0
472.45,7.14,0.0,0.0
468.8,6.88,0.0,0.0
469.3,7.0,0.0,0.0
464.25,6.955,0.0,0.0
466.15,6.74,0.0,0.0
457.55,6.285,0.0,0.0
460.0,6.373,0.0,0.0
463.5,6.661,0.0,0.0
458.25,6.411,0.0,0.0
461.85,6.49,0.0,0.0
462.45,6.641,0.0,0.0
464.95,6.71,0.0,0.0
462.1,6.558,0.0,0.0
464.6,6.726,0.0,0.0
463.7,6.663,0.0,0.0
465.15,6.645,0.0,0.0
465.7,6.6,0.0,0.0
469.4,6.634,0.0,0.0
475.0,6.923,0.0,0.0
476.5,6.885,0.0,0.0
477.65,6.95,0.0,0.0
478.4,7.004,0.0,0.0
492.5,7.254,0.0,0.0
487.8,6.99,0.0,0.0
490.9,6.933,0.0,0.0
491.1,6.955,0.0,0.0
486.25,6.837,0.0,0.0
481.15,6.63,0.0,0.0
484.3,6.705,0.0,0.0
484.2,6.76,0.0,0.0
488.0,6.725,0.0,0.0
493.5,7.01,0.0,0.0
499.75,7.04,0.0,0.0
492.5,6.91,0.0,0.0
486.3,6.715,0.0,0.0
477.5,6.771,0.0,0.0
481.0,6.794,0.0,0.0
480.0,6.773,0.0,0.0
483.0,6.783,0.0,0.0
481.5,6.761,0.0,0.0
0.0,6.73,0.0,0.0
485.7,6.81,0.0,0.0
484.1,6.7,0.0,0.0
0.0,6.702,0.0,0.0
480.5,6.635,0.0,0.0
475.5,6.5,0.0,0.0
481.4,6.75,0.0,0.0
483.5,6.998,0.0,0.0
483.9,6.85,0.0,0.0
483.9,6.99,0.0,0.0
480.4,6.857,0.0,0.0
481.9,6.764,0.0,0.0
481.4,6.785,0.0,0.0
480.3,6.821,0.0,0.0
475.4,6.7,0.0,0.0
477.1,6.701,0.0,0.0
477.65,6.73,0.0,0.0
477.2,6.673,0.0,0.0
476.2,6.707,0.0,0.0
476.25,6.752,0.0,0.0
469.75,6.623,0.0,0.0
465.0,6.614,0.0,0.0
466.35,6.635,0.0,0.0
458.0,6.55,0.0,0.0
452.7,6.535,0.0,0.0
455.9,6.615,0.0,0.0
445.4,6.406,0.0,0.0
443.25,6.344,0.0,0.0
441.7,6.388,0.0,0.0
442.1,6.325,0.0,0.0
438.6,6.293,0.0,0.0
441.1,6.323,0.0,0.0
440.6,6.27,0.0,0.0
443.6,6.283,0.0,0.0
445.5,6.35,0.0,0.0
445.0,6.35,0.0,0.0
445.6,6.36,0.0,0.0
447.25,6.434,0.0,0.0
442.9,6.351,0.0,0.0
445.5,6.385,0.0,0.0
442.4,6.375,0.0,0.0
435.75,6.244,0.0,0.0
432.1,6.201,0.0,0.0
430.45,6.205,0.0,0.0
426.15,6.138,0.0,0.0
429.3,6.208,0.0,0.0
428.9,6.241,0.0,0.0
429.1,6.2,0.0,0.0
431.8,6.267,0.0,0.0
435.9,6.36,0.0,0.0
436.35,6.379,0.0,0.0
436.5,6.293,0.0,0.0
442.4,6.388,0.0,0.0
441.8,6.33,0.0,0.0
442.25,6.23,0.0,0.0
442.2,6.268,0.0,0.0
446.2,6.369,0.0,0.0
445.5,6.309,0.0,0.0
442.85,6.319,0.0,0.0
449.25,6.363,0.0,0.0
447.9,6.433,0.0,0.0
449.5,6.476,0.0,0.0
453.95,6.67,0.0,0.0
451.8,6.618,0.0,0.0
453.9,6.65,0.0,0.0
454.9,6.639,0.0,0.0
453.75,6.69,0.0,0.0
456.95,6.752,0.0,0.0
453.6,6.73,0.0,0.0
449.85,6.603,0.0,0.0
447.2,6.46,0.0,0.0
449.4,6.415,0.0,0.0
448.8,6.405,0.0,0.0
450.8,6.44,0.0,0.0
449.35,6.373,0.0,0.0
450.35,6.356,0.0,0.0
456.3,6.46,0.0,0.0
458.0,6.495,0.0,0.0
456.9,6.42,0.0,0.0
457.4,6.472,0.0,0.0
454.25,6.429,0.0,0.0
448.6,6.412,0.0,0.0
450.2,6.41,0.0,0.0
447.0,6.383,0.0,0.0
450.3,6.37,0.0,0.0
452.1,6.495,0.0,0.0
449.0,6.463,0.0,0.0
445.9,6.358,0.0,0.0
443.25,6.318,0.0,0.0
444.85,6.353,0.0,0.0
442.8,6.365,0.0,0.0
444.4,6.375,0.0,0.0
446.65,6.45,0.0,0.0
449.1,6.543,0.0,0.0
451.0,6.53,0.0,0.0
449.5,6.55,0.0,0.0
453.25,6.665,0.0,0.0
454.7,6.585,0.0,0.0
454.0,6.56,0.0,0.0
457.9,6.725,0.0,0.0
454.9,6.62,0.0,0.0
457.25,6.76,0.0,0.0
457.25,6.694,0.0,0.0
453.9,6.64,0.0,0.0
453.25,6.57,0.0,0.0
452.0,6.585,0.0,0.0
455.5,6.6,0.0,0.0
456.75,6.709,0.0,0.0
453.7,6.76,0.0,0.0
464.7,7.22,0.0,0.0
464.55,7.233,0.0,0.0
464.4,7.28,0.0,0.0
457.85,7.191,0.0,0.0
455.45,6.983,0.0,0.0
457.6,7.13,0.0,0.0
449.0,6.98,0.0,0.0
446.5,6.98,0.0,0.0
452.0,7.028,0.0,0.0
453.9,7.161,0.0,0.0
450.25,7.114,0.0,0.0
454.2,7.225,0.0,0.0
451.65,7.185,0.0,0.0
448.5,7.099,0.0,0.0
447.8,6.994,0.0,0.0
443.25,6.914,0.0,0.0
443.3,6.843,0.0,0.0
443.85,6.963,0.0,0.0
433.55,6.709,0.0,0.0
436.55,6.65,0.0,0.0
436.85,6.686,0.0,0.0
437.55,6.713,0.0,0.0
437.5,6.725,0.0,0.0
436.8,6.775,0.0,0.0
440.9,6.945,0.0,0.0
439.4,6.946,0.0,0.0
436.8,7.095,0.0,0.0
433.8,6.89,0.0,0.0
435.0,6.97,0.0,0.0
440.75,7.242,0.0,0.0
439.1,7.323,0.0,0.0
435.65,7.24,0.0,0.0
436.25,7.151,0.0,0.0
444.8,7.822,0.0,0.0
444.75,7.76,0.0,0.0
442.2,7.708,0.0,0.0
438.5,7.581,0.0,0.0
431.2,6.987,0.0,0.0
432.85,6.928,0.0,0.0
432.75,6.778,0.0,0.0
436.8,6.8,0.0,0.0
434.6,6.863,0.0,0.0
432.75,6.823,0.0,0.0
434.1,6.76,0.0,0.0
433.1,6.852,0.0,0.0
432.85,6.835,0.0,0.0
432.0,6.798,0.0,0.0
425.8,6.699,0.0,0.0
427.2,6.602,0.0,0.0
427.95,6.698,0.0,0.0
433.25,6.717,0.0,0.0
430.25,6.695,0.0,0.0
432.65,6.753,0.0,0.0
429.0,6.62,0.0,0.0
430.55,6.649,0.0,0.0
432.6,6.675,0.0,0.0
431.0,6.62,0.0,0.0
432.6,6.737,0.0,0.0
433.0,6.728,0.0,0.0
434.2,6.779,0.0,0.0
433.15,6.705,0.0,0.0
427.75,6.51,0.0,0.0
427.75,6.459,0.0,0.0
