price,unit
83240,Yuan/MT
85900,Yuan/MT
86550,Yuan/MT
85010,Yuan/MT
85925,Yuan/MT
85250,Yuan/MT
85180,Yuan/MT
84775,Yuan/MT
85650,Yuan/MT
85720,Yuan/MT
84980,Yuan/MT
85500,Yuan/MT
86475,Yuan/MT
88210,Yuan/MT
87770,Yuan/MT
87770,Yuan/MT
88050,Yuan/MT
87540,Yuan/MT
86580,Yuan/MT
86580,Yuan/MT
85470,Yuan/MT
86030,Yuan/MT
85925,Yuan/MT
86530,Yuan/MT
86770,Yuan/MT
87210,Yuan/MT
86425,Yuan/MT
85800,Yuan/MT
86240,Yuan/MT
86620,Yuan/MT
86690,Yuan/MT
87060,Yuan/MT
87440,Yuan/MT
89280,Yuan/MT
88650,Yuan/MT
88990,Yuan/MT
91250,Yuan/MT
91650,Yuan/MT
92400,Yuan/MT
92220,Yuan/MT
91690,Yuan/MT
92450,Yuan/MT
93630,Yuan/MT
92270,Yuan/MT
91580,Yuan/MT
92200,Yuan/MT
92190,Yuan/MT
92315,Yuan/MT
93770,Yuan/MT
93770,Yuan/MT
93480,Yuan/MT
94660,Yuan/MT
94825,Yuan/MT
97800,Yuan/MT
97700,Yuan/MT
98790,Yuan/MT
98790,Yuan/MT
98790,Yuan/MT
98790,Yuan/MT
98790,Yuan/MT
103400,Yuan/MT
101970,Yuan/MT
100330,Yuan/MT
100330,Yuan/MT
103225,Yuan/MT
102680,Yuan/MT
104360,Yuan/MT
102350,Yuan/MT
101770,Yuan/MT
100975,Yuan/MT
100660,Yuan/MT
100125,Yuan/MT
100110,Yuan/MT
100680,Yuan/MT
102320,Yuan/MT
101430,Yuan/MT
102110,Yuan/MT
105125,Yuan/MT
104410,Yuan/MT
100400,Yuan/MT
101250,Yuan/MT
104190,Yuan/MT
101180,Yuan/MT
99625,Yuan/MT
99625,Yuan/MT
101510,Yuan/MT
101650,Yuan/MT
101330,Yuan/MT
102025,Yuan/MT
100275,Yuan/MT
100275,Yuan/MT
100275,Yuan/MT
100275,Yuan/MT
100275,Yuan/MT
100275,Yuan/MT
100275,Yuan/MT
100275,Yuan/MT
100275,Yuan/MT
101575,Yuan/MT
102060,Yuan/MT
101830,Yuan/MT
101970,Yuan/MT
102375,Yuan/MT
101860,Yuan/MT
101490,Yuan/MT
101490,Yuan/MT
101000,Yuan/MT
99470,Yuan/MT
101390,Yuan/MT
100575,Yuan/MT
100460,Yuan/MT
100460,Yuan/MT
99080,Yuan/MT
100175,Yuan/MT
95600,Yuan/MT
95790,Yuan/MT
95790,Yuan/MT
92800,Yuan/MT
94000,Yuan/MT
95610,Yuan/MT
95310,Yuan/MT
95390,Yuan/MT
95540,Yuan/MT
96860,Yuan/MT
95970,Yuan/MT
96125,Yuan/MT
96125,Yuan/MT
96125,Yuan/MT
96125,Yuan/MT
96630,Yuan/MT
97650,Yuan/MT
97560,Yuan/MT
98325,Yuan/MT
98325,Yuan/MT
98860,Yuan/MT
100950,Yuan/MT
102700,Yuan/MT
102380,Yuan/MT
102030,Yuan/MT
102030,Yuan/MT
102860,Yuan/MT
102050,Yuan/MT
102240,Yuan/MT
102660,Yuan/MT
102460,Yuan/MT
103020,Yuan/MT
102070,Yuan/MT
101625,Yuan/MT
101375,Yuan/MT
101375,Yuan/MT
101375,Yuan/MT
101375,Yuan/MT
101375,Yuan/MT
102600,Yuan/MT
102860,Yuan/MT
102770,Yuan/MT
102770,Yuan/MT
106770,Yuan/MT
106770,Yuan/MT
108425,Yuan/MT
107110,Yuan/MT
105680,Yuan/MT
105680,Yuan/MT
105680,Yuan/MT
104120,Yuan/MT
104250,Yuan/MT
103290,Yuan/MT
105010,Yuan/MT
104440,Yuan/MT
105470,Yuan/MT
104750,Yuan/MT
104975,Yuan/MT
103570,Yuan/MT
104750,Yuan/MT
104750,Yuan/MT
104710,Yuan/MT
105790,Yuan/MT
106710,Yuan/MT
105250,Yuan/MT
105265,Yuan/MT
104070,Yuan/MT
104060,Yuan/MT
103175,Yuan/MT
104760,Yuan/MT
105825,Yuan/MT
104750,Yuan/MT
105350,Yuan/MT
104820,Yuan/MT
104820,Yuan/MT
104500,Yuan/MT
103100,Yuan/MT
103100,Yuan/MT
101075,Yuan/MT
101440,Yuan/MT
102540,Yuan/MT
102290,Yuan/MT
102050,Yuan/MT
102370,Yuan/MT
103090,Yuan/MT
103230,Yuan/MT
103160,Yuan/MT
103090,Yuan/MT
102530,Yuan/MT
104160,Yuan/MT
103460,Yuan/MT
104300,Yuan/MT
105180,Yuan/MT
104610,Yuan/MT
104130,Yuan/MT
104130,Yuan/MT
104580,Yuan/MT
105310,Yuan/MT
106660,Yuan/MT
106500,Yuan/MT
105200,Yuan/MT
105560,Yuan/MT
105240,Yuan/MT
105210,Yuan/MT
105500,Yuan/MT
105975,Yuan/MT
106075,Yuan/MT
106880,Yuan/MT
107260,Yuan/MT
107970,Yuan/MT
108420,Yuan/MT
108420,Yuan/MT
107925,Yuan/MT
108600,Yuan/MT
108600,Yuan/MT
108120,Yuan/MT
108050,Yuan/MT
108090,Yuan/MT
108090,Yuan/MT
107470,Yuan/MT
107825,Yuan/MT
107825,Yuan/MT
107950,Yuan/MT
108450,Yuan/MT
109610,Yuan/MT
109360,Yuan/MT
109610,Yuan/MT
110480,Yuan/MT
108750,Yuan/MT
